"x","y","z","x2","diff","col","umean","pred"
766,3499.878,3501.766,586756,FALSE,380,3500.392,3500.392
767,3500.268,3501.976,588289,FALSE,380,3500.392,3500.392
768,3500.2,3502.195,589824,FALSE,380,3500.392,3500.392
769,3500.094,3502.421,591361,FALSE,380,3500.392,3500.392
770,3498.885,3502.655,592900,FALSE,380,3500.392,3500.392
771,3500.125,3502.897,594441,FALSE,380,3500.392,3500.392
772,3500.19,3503.146,595984,FALSE,380,3500.392,3500.392
773,3525,3503.404,597529,FALSE,380,3500.392,3500.392
592,3497.2,3496.908,350464,TRUE,381,3496.894,3496.894
593,3499.8,3496.909,351649,FALSE,381,3496.894,3496.894
594,3498.5,3496.91,352836,FALSE,381,3496.894,3496.894
595,3496.385,3496.91,354025,FALSE,381,3496.894,3496.894
596,3494,3496.911,355216,FALSE,381,3496.894,3496.894
597,3497.105,3496.911,356409,FALSE,381,3496.894,3496.894
598,3498.098,3496.912,357604,FALSE,381,3496.894,3496.894
599,3497.719,3496.912,358801,FALSE,381,3496.894,3496.894
600,3496.489,3496.912,360000,FALSE,381,3496.894,3496.894
601,3494.468,3496.912,361201,FALSE,381,3496.894,3496.894
602,3495.537,3496.912,362404,FALSE,381,3496.894,3496.894
603,3497.527,3496.911,363609,FALSE,381,3496.894,3496.894
604,3495.741,3496.911,364816,FALSE,381,3496.894,3496.894
605,3493.51,3496.91,366025,FALSE,381,3496.894,3496.894
606,3496.418,3496.91,367236,FALSE,381,3496.894,3496.894
607,3493.851,3496.909,368449,FALSE,381,3496.894,3496.894
608,3495.373,3496.908,369664,FALSE,381,3496.894,3496.894
609,3497.288,3496.907,370881,FALSE,381,3496.894,3496.894
610,3497.435,3496.906,372100,FALSE,381,3496.894,3496.894
611,3504.971,3496.904,373321,FALSE,381,3496.894,3496.894
612,3500.548,3496.903,374544,FALSE,381,3496.894,3496.894
613,3491.103,3496.902,375769,FALSE,381,3496.894,3496.894
614,3496.98,3496.9,376996,FALSE,381,3496.894,3496.894
615,3497.5,3496.898,378225,FALSE,381,3496.894,3496.894
616,3500.293,3496.896,379456,FALSE,381,3496.894,3496.894
617,3498.14,3496.894,380689,FALSE,381,3496.894,3496.894
618,3498.848,3496.892,381924,FALSE,381,3496.894,3496.894
619,3497.868,3496.89,383161,FALSE,381,3496.894,3496.894
620,3496.472,3496.888,384400,FALSE,381,3496.894,3496.894
621,3498.133,3496.885,385641,FALSE,381,3496.894,3496.894
622,3497.983,3496.883,386884,FALSE,381,3496.894,3496.894
623,3493.463,3496.88,388129,FALSE,381,3496.894,3496.894
624,3494.093,3496.877,389376,FALSE,381,3496.894,3496.894
625,3493.472,3496.874,390625,FALSE,381,3496.894,3496.894
626,3496,3496.871,391876,FALSE,381,3496.894,3496.894
627,3496,3496.868,393129,FALSE,381,3496.894,3496.894
628,3496.322,3496.865,394384,FALSE,381,3496.894,3496.894
629,3503.136,3496.861,395641,FALSE,381,3496.894,3496.894
